,cell,density
26351,0,
26352,0,
26353,0,
26354,0,
26355,0,
26356,0,
26357,0,
26358,0,
26359,0,
26360,0,
26361,0,
26362,0,
26363,0,
26364,0,
26365,0,
26366,0,
26367,0,
26368,0,
26369,0,
26370,0,
26371,0,
26372,0,
26373,0,
26374,1,
26375,3,
26376,7,
26377,0,
26378,0,
26379,0,
26380,0,
26381,0,
26382,0,
26383,0,
26384,0,
26385,0,
26386,0,
26387,0,
26388,0,
26389,0,
26390,0,
26391,0,
26392,0,
26393,0,
26394,0,
26395,0,
26396,0,
26397,0,
26398,0,
26399,0,
26400,0,
26401,0,
26402,0,
26403,0,
26404,0,
26405,0,
26406,0,
26407,0,
26408,0,
26409,0,
26410,0,
26411,0,
26412,0,
26413,0,
26414,0,
26415,0,
26416,0,
26417,0,
26418,0,
26419,0,
26420,0,
26421,0,
26422,0,
26423,0,
26424,0,
26425,0,
26426,0,
26427,0,
26428,0,
26429,0,
26430,0,
26431,0,
26432,0,
26433,0,
26434,0,
26435,0,
26436,0,
26437,0,
26438,0,
26439,0,
26440,0,
26441,0,
26442,0,
26443,0,
26444,0,
26445,0,
26446,0,
26447,0,
26448,0,
26449,0,
26450,0,
26451,0,
26452,0,
26453,0,
26454,0,
26455,0,
26456,0,
26457,0,
26458,0,
26459,0,
26460,0,
26461,0,
26462,0,
26463,0,
26464,0,
26465,0,
26466,0,
26467,0,
26468,0,
26469,0,
26470,0,
26471,0,
26472,0,
26473,0,
26474,0,
26475,0,
26476,0,
26477,0,
26478,0,
26479,0,
26480,0,
26481,0,
26482,0,
26483,0,
26484,0,
26485,0,
26486,0,
26487,0,
26488,0,
26489,0,
26490,0,
26491,0,
26492,0,
26493,0,
26494,0,
26495,0,
26496,0,
26497,0,
26498,0,
26499,0,
26500,0,
26501,0,
26502,0,
26503,0,
26504,0,
26505,0,
26506,0,
26507,0,
26508,0,
26509,0,
26510,0,
26511,0,
26512,0,
26513,0,
26514,0,
26515,0,
26516,0,
26517,0,
26518,0,
26519,0,
26520,0,
26521,0,
26522,0,
26523,0,
26524,0,
26525,0,
26526,0,
26527,0,
26528,0,
26529,0,
26530,0,
26531,0,
26532,0,
26533,0,
26534,0,
26535,0,
26536,0,
26537,0,
26538,0,
26539,0,
26540,0,
26541,0,
26542,0,
26543,0,
26544,0,
26545,0,
26546,0,
26547,0,
26548,0,
26549,0,
26550,0,
26551,0,
26552,0,
26553,0,
26554,0,
26555,0,
26556,0,
26557,0,
26558,0,
26559,0,
26560,0,
26561,0,
26562,0,
26563,0,
26564,0,
26565,0,
26566,0,
26567,0,
26568,0,
26569,0,
26570,0,
26571,0,
26572,0,
26573,0,
26574,0,
26575,0,
26576,0,
26577,0,
26578,0,
26579,0,
26580,0,
26581,0,
26582,0,
26583,0,
26584,0,
26585,0,
26586,0,
26587,0,
26588,0,
26589,0,
26590,0,
26591,0,
26592,0,
26593,0,
26594,0,
26595,0,
26596,0,
26597,0,
26598,0,
26599,0,
26600,0,
26601,0,
26602,0,
26603,0,
26604,0,
26605,0,
26606,0,
26607,0,
26608,0,
26609,0,
26610,0,
26611,0,
26612,0,
26613,0,
26614,0,
26615,0,
26616,0,
26617,0,
26618,0,
26619,0,
26620,0,
26621,0,
26622,0,
26623,0,
26624,0,
26625,0,
26626,0,
26627,0,
26628,0,
26629,0,
26630,0,
26631,0,
26632,0,
26633,0,
26634,0,
26635,0,
26636,0,
26637,0,
26638,0,
26639,0,
26640,0,
26641,0,
26642,0,
26643,0,
26644,0,
26645,0,
26646,0,
26647,0,
26648,0,
26649,0,
26650,0,
26651,0,
26652,0,
26653,0,
26654,0,
26655,0,
26656,0,
26657,0,
26658,0,
26659,0,
26660,0,
26661,0,
26662,0,
26663,0,
26664,0,
26665,0,
26666,0,
26667,0,
26668,0,
26669,0,
26670,0,
26671,0,
26672,0,
26673,0,
26674,0,
26675,0,
26676,0,
26677,0,
26678,0,
26679,0,
26680,0,
26681,0,
26682,0,
26683,0,
26684,0,
26685,0,
26686,0,
26687,0,
26688,0,
26689,0,
26690,0,
26691,0,
26692,0,
26693,0,
26694,0,
26695,0,
26696,0,
26697,0,
26698,0,
26699,0,
26700,0,
26701,0,
26702,0,
26703,0,
26704,0,
26705,0,
26706,0,
26707,0,
26708,0,
26709,0,
26710,0,
26711,0,
26712,0,
26713,0,
26714,0,
26715,0,
26716,0,
26717,0,
26718,0,
26719,0,
26720,0,
26721,0,
26722,0,
26723,0,
26724,0,
26725,0,
26726,0,
26727,0,
26728,0,
26729,0,
26730,0,
26731,0,
26732,0,
26733,0,
26734,0,
26735,0,
26736,0,
26737,0,
26738,0,
26739,0,
26740,0,
26741,0,
26742,0,
26743,0,
26744,0,
26745,0,
26746,0,
26747,0,
26748,0,
26749,0,
26750,0,
26751,0,
26752,0,
26753,0,
26754,0,
26755,0,
26756,0,
26757,0,
26758,0,
26759,0,
26760,0,
26761,0,
26762,0,
26763,0,
26764,0,
26765,0,
26766,0,
26767,0,
26768,0,
26769,0,
26770,0,
26771,0,
26772,0,
26773,0,
26774,0,
26775,0,
26776,0,
26777,0,
26778,0,
26779,0,
26780,0,
26781,0,
26782,0,
26783,0,
26784,0,
26785,0,
26786,0,
26787,0,
26788,0,
26789,0,
26790,0,
26791,0,
26792,0,
26793,0,
26794,0,
26795,0,
26796,0,
26797,0,
26798,0,
26799,0,
26800,0,
26801,0,
26802,0,
26803,0,
26804,0,
26805,0,
26806,0,
26807,0,
26808,0,
26809,0,
26810,0,
26811,0,
26812,0,
26813,0,
26814,0,
26815,0,
26816,0,
26817,0,
26818,0,
26819,0,
26820,0,
26821,0,
26822,0,
26823,0,
26824,0,
26825,0,
26826,10,
26827,8,
26828,0,
26829,0,
26830,0,
26831,0,
26832,0,
26833,0,
26834,0,
26835,0,
26836,0,
26837,0,
26838,0,
26839,0,
26840,0,
26841,0,
26842,0,
26843,0,
26844,0,
26845,0,
26846,0,
26847,0,
26848,0,
26849,0,
26850,0,
26851,0,
26852,0,
26853,0,
26854,0,
26855,0,
26856,0,
26857,0,
26858,0,
26859,7,
26860,0,
26861,0,
26862,0,
26863,0,
26864,0,
26865,0,
26866,0,
26867,0,
26868,0,
26869,0,
26870,0,
26871,0,
26872,0,
26873,0,
26874,0,
26875,0,
26876,0,
26877,0,
26878,0,
26879,0,
26880,0,
26881,0,
26882,0,
26883,0,
26884,0,
26885,0,
26886,0,
26887,0,
26888,6,
26889,33,
26890,21,
26891,37,
26892,14,
26893,0,
26894,0,
26895,0,
26896,0,
26897,0,
26898,0,
26899,0,
26900,0,
26901,0,
26902,0,
26903,0,
26904,0,
26905,0,
26906,0,
26907,0,
26908,0,
26909,0,
26910,0,
26911,0,
26912,0,
26913,0,
26914,0,
26915,0,
26916,0,
26917,0,
26918,0,
26919,0,
26920,13,
26921,3,
26922,0,
26923,3,
26924,0,
26925,0,
26926,0,
26927,0,
26928,0,
26929,0,
26930,0,
26931,0,
26932,0,
26933,0,
26934,0,
26935,0,
26936,0,
26937,0,
26938,0,
26939,0,
26940,0,
26941,0,
26942,0,
26943,0,
26944,0,
26945,0,
26946,0,
26947,0,
26948,0,
26949,0,
26950,0,
26951,0,
26952,10,
26953,9,
26954,2,
26955,0,
26956,0,
26957,0,
26958,0,
26959,0,
26960,0,
26961,0,
26962,0,
26963,0,
26964,0,
26965,0,
26966,0,
26967,0,
26968,0,
26969,0,
26970,0,
26971,0,
26972,0,
26973,0,
26974,0,
26975,0,
26976,0,
26977,0,
26978,0,
26979,0,
26980,0,
26981,0,
26982,0,
26983,0,
26984,0,
26985,18,
26986,6,
26987,0,
26988,0,
26989,3,
26990,0,
26991,0,
26992,0,
26993,0,
26994,0,
26995,0,
26996,0,
26997,0,
26998,0,
26999,0,
27000,0,
27001,0,
27002,0,
27003,0,
27004,0,
27005,0,
27006,0,
27007,0,
27008,0,
27009,0,
27010,0,
27011,0,
27012,0,
27013,0,
27014,0,
27015,0,
27016,2,
27017,18,
27018,46,
27019,14,
27020,24,
27021,22,
27022,10,
27023,1,
27024,0,
27025,0,
27026,0,
27027,0,
27028,0,
27029,0,
27030,0,
27031,0,
27032,0,
27033,0,
27034,0,
27035,0,
27036,0,
27037,0,
27038,0,
27039,0,
27040,0,
27041,0,
27042,0,
27043,0,
27044,0,
27045,0,
27046,0,
27047,0,
27048,17,
27049,35,
27050,70,
27051,57,
27052,37,
27053,46,
27054,6,
27055,0,
27056,0,
27057,0,
27058,0,
27059,0,
27060,0,
27061,0,
27062,0,
27063,0,
27064,0,
27065,0,
27066,0,
27067,0,
27068,0,
27069,0,
27070,0,
27071,0,
27072,0,
27073,0,
27074,0,
27075,0,
27076,4,
27077,3,
27078,0,
27079,0,
27080,0,
27081,74,
27082,176,
27083,248,
27084,168,
27085,49,
27086,38,
27087,1,
27088,0,
27089,0,
27090,0,
27091,0,
27092,0,
27093,0,
27094,0,
27095,0,
27096,0,
27097,0,
27098,0,
27099,0,
27100,0,
27101,0,
27102,0,
27103,0,
27104,0,
27105,14,
27106,4,
27107,0,
27108,0,
27109,6,
27110,0,
27111,0,
27112,7,
27113,6,
27114,63,
27115,101,
27116,131,
27117,53,
27118,38,
27119,27,
27120,0,
27121,0,
27122,0,
27123,0,
27124,0,
27125,0,
27126,0,
27127,0,
27128,0,
27129,0,
27130,0,
27131,0,
27132,0,
27133,0,
27134,0,
27135,0,
27136,0,
27137,17,
27138,24,
27139,18,
27140,8,
27141,14,
27142,0,
27143,0,
27144,0,
27145,10,
27146,11,
27147,12,
27148,49,
27149,39,
27150,19,
27151,0,
27152,7,
27153,0,
27154,0,
27155,0,
27156,0,
27157,0,
27158,0,
27159,0,
27160,0,
27161,0,
27162,0,
27163,0,
27164,0,
27165,0,
27166,0,
27167,0,
27168,26,
27169,6,
27170,46,
27171,15,
27172,20,
27173,7,
27174,0,
27175,0,
27176,0,
27177,0,
27178,0,
27179,6,
27180,28,
27181,36,
27182,4,
27183,11,
27184,11,
27185,9,
27186,3,
27187,0,
27188,0,
27189,0,
27190,0,
27191,0,
27192,0,
27193,0,
27194,0,
27195,0,
27196,0,
27197,4,
27198,8,
27199,17,
27200,161,
27201,70,
27202,12,
27203,19,
27204,1,
27205,0,
27206,0,
27207,0,
27208,0,
27209,0,
27210,0,
27211,9,
27212,23,
27213,11,
27214,0,
27215,0,
27216,1,
27217,3,
27218,21,
27219,0,
27220,0,
27221,0,
27222,0,
27223,0,
27224,0,
27225,0,
27226,0,
27227,0,
27228,7,
27229,17,
27230,96,
27231,190,
27232,183,
27233,71,
27234,26,
27235,3,
27236,0,
27237,0,
27238,0,
27239,0,
27240,0,
27241,0,
27242,0,
27243,0,
27244,0,
27245,0,
27246,11,
27247,0,
27248,4,
27249,8,
27250,0,
27251,0,
27252,0,
27253,0,
27254,0,
27255,0,
27256,0,
27257,0,
27258,0,
27259,0,
27260,16,
27261,91,
27262,176,
27263,250,
27264,160,
27265,94,
27266,20,
27267,8,
27268,7,
27269,0,
27270,0,
27271,0,
27272,0,
27273,0,
27274,0,
27275,0,
27276,0,
27277,0,
27278,27,
27279,9,
27280,9,
27281,1,
27282,0,
27283,5,
27284,0,
27285,0,
27286,0,
27287,0,
27288,0,
27289,0,
27290,0,
27291,0,
27292,0,
27293,29,
27294,110,
27295,118,
27296,68,
27297,36,
27298,19,
27299,0,
27300,0,
27301,0,
27302,0,
27303,0,
27304,0,
27305,0,
27306,0,
27307,0,
27308,0,
27309,9,
27310,30,
27311,42,
27312,0,
27313,0,
27314,0,
27315,26,
27316,31,
27317,4,
27318,0,
27319,0,
27320,0,
27321,0,
27322,0,
27323,0,
27324,0,
27325,8,
27326,26,
27327,23,
27328,6,
27329,0,
27330,22,
27331,12,
27332,0,
27333,0,
27334,0,
27335,0,
27336,0,
27337,0,
27338,0,
27339,0,
27340,2,
27341,32,
27342,47,
27343,19,
27344,0,
27345,0,
27346,27,
27347,18,
27348,32,
27349,7,
27350,6,
27351,0,
27352,0,
27353,0,
27354,0,
27355,0,
27356,0,
27357,0,
27358,2,
27359,9,
27360,0,
27361,0,
27362,0,
27363,0,
27364,0,
27365,0,
27366,0,
27367,0,
27368,0,
27369,0,
27370,0,
27371,0,
27372,0,
27373,18,
27374,19,
27375,18,
27376,7,
27377,33,
27378,130,
27379,102,
27380,103,
27381,96,
27382,22,
27383,0,
27384,0,
27385,0,
27386,0,
27387,0,
27388,0,
27389,0,
27390,0,
27391,0,
27392,0,
27393,0,
27394,0,
27395,0,
27396,0,
27397,0,
27398,0,
27399,0,
27400,0,
27401,0,
27402,0,
27403,0,
27404,0,
27405,0,
27406,15,
27407,2,
27408,17,
27409,44,
27410,221,
27411,225,
27412,216,
27413,150,
27414,12,
27415,0,
27416,0,
27417,0,
27418,0,
27419,0,
27420,0,
27421,0,
27422,0,
27423,0,
27424,0,
27425,0,
27426,0,
27427,0,
27428,0,
27429,0,
27430,5,
27431,7,
27432,0,
27433,4,
27434,0,
27435,0,
27436,0,
27437,0,
27438,0,
27439,0,
27440,7,
27441,24,
27442,88,
27443,102,
27444,114,
27445,85,
27446,28,
27447,0,
27448,0,
27449,0,
27450,0,
27451,0,
27452,0,
27453,0,
27454,0,
27455,0,
27456,0,
27457,0,
27458,0,
27459,0,
27460,0,
27461,0,
27462,9,
27463,29,
27464,14,
27465,16,
27466,0,
27467,0,
27468,0,
27469,0,
27470,0,
27471,0,
27472,0,
27473,5,
27474,4,
27475,28,
27476,76,
27477,25,
27478,16,
27479,0,
27480,0,
27481,0,
27482,0,
27483,0,
27484,0,
27485,0,
27486,0,
27487,0,
27488,0,
27489,0,
27490,0,
27491,0,
27492,0,
27493,8,
27494,40,
27495,78,
27496,27,
27497,12,
27498,0,
27499,0,
27500,0,
27501,0,
27502,0,
27503,0,
27504,0,
27505,2,
27506,4,
27507,3,
27508,8,
27509,0,
27510,0,
27511,0,
27512,0,
27513,0,
27514,0,
27515,0,
27516,0,
27517,0,
27518,0,
27519,0,
27520,0,
27521,0,
27522,0,
27523,0,
27524,12,
27525,24,
27526,73,
27527,181,
27528,133,
27529,78,
27530,0,
27531,0,
27532,0,
27533,0,
27534,0,
27535,0,
27536,0,
27537,0,
27538,0,
27539,0,
27540,0,
27541,0,
27542,0,
27543,0,
27544,0,
27545,0,
27546,0,
27547,0,
27548,0,
27549,0,
27550,0,
27551,0,
27552,0,
27553,0,
27554,0,
27555,0,
27556,5,
27557,61,
27558,100,
27559,211,
27560,183,
27561,99,
27562,22,
27563,0,
27564,0,
27565,0,
27566,0,
27567,0,
27568,0,
27569,0,
27570,0,
27571,0,
27572,0,
27573,0,
27574,0,
27575,0,
27576,0,
27577,0,
27578,0,
27579,0,
27580,0,
27581,0,
27582,0,
27583,0,
27584,0,
27585,0,
27586,0,
27587,0,
27588,21,
27589,24,
27590,38,
27591,160,
27592,117,
27593,77,
27594,21,
27595,7,
27596,0,
27597,0,
27598,0,
27599,0,
27600,0,
27601,0,
27602,0,
27603,0,
27604,0,
27605,0,
27606,0,
27607,0,
27608,0,
27609,0,
27610,0,
27611,0,
27612,0,
27613,0,
27614,0,
27615,0,
27616,0,
27617,0,
27618,0,
27619,0,
27620,7,
27621,20,
27622,57,
27623,32,
27624,30,
27625,15,
27626,15,
27627,0,
27628,0,
27629,0,
27630,0,
27631,0,
27632,0,
27633,0,
27634,0,
27635,0,
27636,0,
27637,0,
27638,0,
27639,0,
27640,0,
27641,0,
27642,0,
27643,0,
27644,0,
27645,0,
27646,0,
27647,0,
27648,0,
27649,0,
27650,0,
27651,0,
27652,0,
27653,45,
27654,17,
27655,21,
27656,10,
27657,8,
27658,0,
27659,0,
27660,0,
27661,0,
27662,0,
27663,0,
27664,0,
27665,0,
27666,0,
27667,0,
27668,0,
27669,0,
27670,0,
27671,0,
27672,0,
27673,0,
27674,0,
27675,0,
27676,0,
27677,0,
27678,0,
27679,0,
27680,0,
27681,0,
27682,0,
27683,0,
27684,0,
27685,0,
27686,0,
27687,0,
27688,6,
27689,0,
27690,0,
27691,0,
27692,0,
27693,0,
27694,0,
27695,0,
27696,0,
27697,0,
27698,0,
27699,0,
27700,0,
27701,0,
27702,0,
27703,0,
27704,0,
27705,0,
27706,0,
27707,0,
27708,0,
27709,0,
27710,0,
27711,0,
27712,0,
27713,0,
27714,0,
27715,0,
27716,0,
27717,0,
27718,0,
27719,0,
27720,0,
27721,0,
27722,0,
27723,0,
27724,0,
27725,0,
27726,0,
27727,0,
27728,0,
27729,0,
27730,0,
27731,0,
27732,0,
27733,0,
27734,0,
27735,0,
27736,0,
27737,0,
27738,0,
27739,0,
27740,0,
27741,0,
27742,0,
27743,0,
27744,0,
27745,0,
27746,0,
27747,0,
27748,0,
27749,0,
27750,0,
27751,0,
27752,0,
27753,0,
27754,0,
27755,0,
27756,0,
27757,0,
27758,0,
27759,0,
27760,0,
27761,0,
27762,0,
27763,0,
27764,0,
27765,0,
27766,0,
27767,0,
27768,0,
27769,0,
27770,0,
27771,0,
27772,0,
27773,0,
27774,0,
27775,0,
27776,0,
27777,0,
27778,0,
27779,0,
27780,0,
27781,0,
27782,0,
27783,0,
27784,0,
27785,0,
27786,0,
27787,0,
27788,0,
27789,0,
27790,0,
27791,0,
27792,0,
27793,0,
27794,0,
27795,0,
27796,0,
27797,0,
27798,0,
27799,0,
27800,0,
27801,0,
27802,0,
27803,0,
27804,0,
27805,0,
27806,0,
27807,0,
27808,0,
27809,0,
27810,0,
27811,0,
27812,0,
27813,0,
27814,0,
27815,0,
27816,0,
27817,0,
27818,0,
27819,0,
27820,0,
27821,0,
27822,0,
27823,0,
27824,0,
27825,0,
27826,0,
27827,0,
27828,0,
27829,0,
27830,0,
27831,0,
27832,0,
27833,0,
27834,0,
27835,0,
27836,0,
27837,0,
27838,0,
27839,0,
27840,0,
27841,0,
27842,0,
27843,0,
27844,0,
27845,0,
27846,0,
27847,0,
27848,0,
27849,0,
27850,0,
27851,0,
27852,0,
27853,0,
27854,0,
27855,0,
27856,0,
27857,0,
27858,0,
27859,0,
27860,0,
27861,0,
27862,0,
27863,0,
27864,0,
27865,0,
27866,0,
27867,0,
27868,0,
27869,0,
27870,0,
27871,0,
27872,0,
27873,0,
27874,0,
27875,0,
27876,0,
27877,0,
27878,0,
27879,0,
27880,0,
27881,0,
27882,0,
27883,0,
27884,0,
27885,0,
27886,0,
27887,0,
27888,0,
27889,0,
27890,0,
27891,0,
27892,0,
27893,0,
27894,0,
27895,0,
27896,0,
27897,0,
27898,0,
27899,0,
27900,0,
27901,0,
27902,0,
27903,0,
27904,0,
27905,0,
27906,0,
27907,0,
27908,0,
27909,0,
27910,0,
27911,0,
27912,0,
27913,0,
27914,0,
27915,0,
27916,0,
27917,0,
27918,0,
27919,0,
27920,0,
27921,0,
27922,0,
27923,0,
27924,0,
27925,0,
27926,0,
27927,0,
27928,0,
27929,0,
27930,0,
27931,0,
27932,0,
27933,0,
27934,0,
27935,0,
27936,0,
27937,0,
27938,0,
27939,0,
27940,0,
27941,0,
27942,0,
27943,0,
27944,0,
27945,0,
27946,0,
27947,0,
27948,0,
27949,0,
27950,0,
27951,0,
27952,0,
27953,0,
27954,0,
27955,0,
27956,0,
27957,0,
27958,0,
27959,0,
27960,0,
27961,0,
27962,0,
27963,0,
27964,0,
27965,0,
27966,0,
27967,0,
27968,0,
27969,0,
27970,0,
27971,0,
27972,0,
27973,0,
27974,0,
27975,0,
27976,0,
27977,0,
27978,0,
27979,0,
27980,0,
27981,0,
27982,0,
27983,0,
27984,0,
27985,0,
27986,0,
27987,0,
27988,0,
27989,0,
27990,0,
27991,0,
27992,0,
27993,0,
27994,0,
27995,0,
27996,0,
27997,0,
27998,0,
27999,0,
28000,0,
28001,0,
28002,0,
28003,0,
28004,0,
28005,0,
28006,0,
28007,0,
28008,0,
28009,0,
28010,0,
28011,0,
28012,0,
28013,0,
28014,0,
28015,0,
28016,0,
28017,0,
28018,0,
28019,0,
28020,0,
28021,0,
28022,0,
28023,0,
28024,0,
28025,0,
28026,0,
28027,0,
28028,0,
28029,0,
28030,0,
28031,0,
28032,0,
28033,0,
28034,0,
28035,0,
28036,0,
28037,0,
28038,0,
28039,0,
28040,0,
28041,0,
28042,0,
28043,0,
28044,0,
28045,0,
28046,0,
28047,0,
28048,0,
28049,0,
28050,0,
28051,0,
28052,0,
28053,0,
28054,0,
28055,0,
28056,0,
28057,0,
28058,0,
28059,0,
28060,0,
28061,0,
28062,0,
28063,0,
28064,0,
28065,0,
28066,0,
28067,0,
28068,0,
28069,0,
28070,0,
28071,0,
28072,0,
28073,0,
28074,4,
28075,7,
28076,8,
28077,0,
28078,0,
28079,0,
28080,0,
28081,0,
28082,0,
28083,0,
28084,0,
28085,0,
28086,0,
28087,0,
28088,0,
28089,0,
28090,0,
28091,0,
28092,0,
28093,0,
28094,0,
28095,0,
28096,0,
28097,0,
28098,0,
28099,0,
28100,0,
28101,0,
28102,0,
28103,0,
28104,8,
28105,14,
28106,10,
28107,13,
28108,0,
28109,0,
28110,0,
28111,0,
28112,0,
28113,0,
28114,0,
28115,0,
28116,0,
28117,0,
28118,0,
28119,0,
28120,0,
28121,0,
28122,0,
28123,0,
28124,0,
28125,0,
28126,0,
28127,0,
28128,0,
28129,0,
28130,0,
28131,0,
28132,0,
28133,0,
28134,0,
28135,5,
28136,11,
28137,32,
28138,23,
28139,19,
28140,0,
28141,0,
28142,0,
28143,0,
28144,0,
28145,0,
28146,0,
28147,0,
28148,0,
28149,0,
28150,0,
28151,0,
28152,0,
28153,0,
28154,0,
28155,0,
28156,0,
28157,0,
28158,0,
28159,0,
28160,0,
28161,0,
28162,0,
28163,0,
28164,0,
28165,0,
28166,0,
28167,7,
28168,15,
28169,28,
28170,37,
28171,39,
28172,2,
28173,0,
28174,0,
28175,0,
28176,0,
28177,0,
28178,0,
28179,0,
28180,0,
28181,0,
28182,0,
28183,0,
28184,0,
28185,0,
28186,0,
28187,0,
28188,0,
28189,0,
28190,0,
28191,0,
28192,0,
28193,0,
28194,0,
28195,0,
28196,0,
28197,0,
28198,0,
28199,0,
28200,16,
28201,17,
28202,1,
28203,0,
28204,0,
28205,0,
28206,0,
28207,0,
28208,0,
28209,0,
28210,0,
28211,0,
28212,0,
28213,0,
28214,0,
28215,0,
28216,0,
28217,0,
28218,0,
28219,0,
28220,0,
28221,0,
28222,0,
28223,0,
28224,0,
28225,0,
28226,0,
28227,0,
28228,0,
28229,0,
28230,0,
28231,0,
28232,10,
28233,12,
28234,12,
28235,0,
28236,3,
28237,7,
28238,7,
28239,0,
28240,0,
28241,0,
28242,0,
28243,0,
28244,0,
28245,0,
28246,0,
28247,0,
28248,0,
28249,0,
28250,0,
28251,0,
28252,0,
28253,0,
28254,0,
28255,0,
28256,0,
28257,0,
28258,0,
28259,0,
28260,0,
28261,0,
28262,0,
28263,0,
28264,2,
28265,20,
28266,2,
28267,4,
28268,6,
28269,17,
28270,0,
28271,0,
28272,0,
28273,0,
28274,0,
28275,0,
28276,0,
28277,0,
28278,0,
28279,0,
28280,0,
28281,0,
28282,0,
28283,0,
28284,0,
28285,0,
28286,0,
28287,0,
28288,0,
28289,0,
28290,0,
28291,0,
28292,0,
28293,0,
28294,0,
28295,0,
28296,10,
28297,69,
28298,36,
28299,22,
28300,6,
28301,8,
28302,3,
28303,0,
28304,0,
28305,0,
28306,0,
28307,0,
28308,0,
28309,0,
28310,0,
28311,0,
28312,0,
28313,0,
28314,0,
28315,0,
28316,0,
28317,0,
28318,0,
28319,0,
28320,0,
28321,0,
28322,0,
28323,0,
28324,0,
28325,0,
28326,0,
28327,3,
28328,9,
28329,69,
28330,91,
28331,129,
28332,37,
28333,50,
28334,32,
28335,0,
28336,0,
28337,0,
28338,0,
28339,0,
28340,0,
28341,0,
28342,0,
28343,0,
28344,0,
28345,0,
28346,0,
28347,0,
28348,0,
28349,0,
28350,0,
28351,0,
28352,0,
28353,0,
28354,0,
28355,0,
28356,5,
28357,0,
28358,0,
28359,0,
28360,29,
28361,84,
28362,191,
28363,160,
28364,159,
28365,85,
28366,21,
28367,12,
28368,0,
28369,0,
28370,0,
28371,0,
28372,0,
28373,0,
28374,0,
28375,0,
28376,0,
28377,0,
28378,0,
28379,0,
28380,0,
28381,0,
28382,0,
28383,0,
28384,3,
28385,0,
28386,0,
28387,0,
28388,3,
28389,3,
28390,0,
28391,0,
28392,9,
28393,23,
28394,97,
28395,159,
28396,143,
28397,40,
28398,33,
28399,0,
28400,0,
28401,0,
28402,0,
28403,0,
28404,0,
28405,0,
28406,0,
28407,0,
28408,0,
28409,0,
28410,0,
28411,0,
28412,0,
28413,0,
28414,0,
28415,0,
28416,12,
28417,20,
28418,35,
28419,40,
28420,16,
28421,3,
28422,0,
28423,0,
28424,0,
28425,8,
28426,34,
28427,29,
28428,74,
28429,52,
28430,8,
28431,14,
28432,0,
28433,2,
28434,0,
28435,0,
28436,0,
28437,0,
28438,0,
28439,0,
28440,0,
28441,0,
28442,0,
28443,0,
28444,0,
28445,0,
28446,0,
28447,7,
28448,20,
28449,68,
28450,77,
28451,42,
28452,42,
28453,22,
28454,0,
28455,0,
28456,0,
28457,0,
28458,5,
28459,13,
28460,20,
28461,19,
28462,10,
28463,20,
28464,2,
28465,6,
28466,0,
28467,0,
28468,0,
28469,0,
28470,0,
28471,0,
28472,0,
28473,0,
28474,0,
28475,0,
28476,0,
28477,4,
28478,24,
28479,105,
28480,143,
28481,66,
28482,52,
28483,22,
28484,4,
28485,14,
28486,0,
28487,0,
28488,0,
28489,0,
28490,0,
28491,0,
28492,0,
28493,8,
28494,0,
28495,0,
28496,12,
28497,3,
28498,0,
28499,0,
28500,0,
28501,0,
28502,0,
28503,0,
28504,0,
28505,0,
28506,0,
28507,0,
28508,2,
28509,12,
28510,102,
28511,145,
28512,243,
28513,117,
28514,24,
28515,4,
28516,0,
28517,0,
28518,0,
28519,0,
28520,0,
28521,0,
28522,0,
28523,0,
28524,0,
28525,0,
28526,8,
28527,0,
28528,8,
28529,18,
28530,9,
28531,2,
28532,0,
28533,0,
28534,0,
28535,0,
28536,0,
28537,0,
28538,0,
28539,0,
28540,23,
28541,21,
28542,209,
28543,259,
28544,179,
28545,78,
28546,28,
28547,14,
28548,10,
28549,0,
28550,0,
28551,0,
28552,0,
28553,0,
28554,0,
28555,0,
28556,0,
28557,0,
28558,33,
28559,30,
28560,5,
28561,6,
28562,0,
28563,17,
28564,2,
28565,0,
28566,0,
28567,0,
28568,0,
28569,0,
28570,0,
28571,0,
28572,2,
28573,54,
28574,162,
28575,242,
28576,50,
28577,53,
28578,2,
28579,0,
28580,0,
28581,0,
28582,0,
28583,0,
28584,0,
28585,0,
28586,0,
28587,0,
28588,9,
28589,17,
28590,57,
28591,33,
28592,10,
28593,4,
28594,13,
28595,43,
28596,7,
28597,8,
28598,0,
28599,0,
28600,0,
28601,0,
28602,0,
28603,0,
28604,0,
28605,6,
28606,12,
28607,47,
28608,0,
28609,0,
28610,8,
28611,0,
28612,0,
28613,0,
28614,0,
28615,0,
28616,0,
28617,0,
28618,0,
28619,0,
28620,0,
28621,28,
28622,58,
28623,60,
28624,31,
28625,18,
28626,23,
28627,27,
28628,71,
28629,5,
28630,14,
28631,11,
28632,0,
28633,0,
28634,0,
28635,0,
28636,0,
28637,0,
28638,0,
28639,0,
28640,0,
28641,0,
28642,0,
28643,0,
28644,0,
28645,0,
28646,0,
28647,0,
28648,0,
28649,0,
28650,0,
28651,0,
28652,0,
28653,36,
28654,32,
28655,10,
28656,21,
28657,60,
28658,111,
28659,109,
28660,98,
28661,34,
28662,19,
28663,0,
28664,0,
28665,0,
28666,0,
28667,0,
28668,0,
28669,0,
28670,0,
28671,0,
28672,0,
28673,0,
28674,0,
28675,0,
28676,0,
28677,0,
28678,0,
28679,10,
28680,6,
28681,0,
28682,0,
